id,name,type,parentId
130506,Nan He Qu,4,130500
130522,Lin Cheng Xian,4,130500
130523,Nei Qiu Xian,4,130500
130524,Bai Xiang Xian,4,130500
130525,Long Yao Xian,4,130500
130528,Ning Jin Xian,4,130500
130529,Ju Lu Xian,4,130500
130530,Xin He Xian,4,130500
130531,Guang Zong Xian,4,130500
130532,Ping Xiang Xian,4,130500
130533,Wei Xian,4,130500
130534,Qing He Xian,4,130500
130535,Lin Xi Xian,4,130500
130571,He Bei Xing Tai Jing Ji Kai Fa Qu,4,130500
130581,Nan Gong Shi,4,130500
130582,Sha He Shi,4,130500
130602,Jing Xiu Qu,4,130600
130606,Lian Chi Qu,4,130600
130607,Man Cheng Qu,4,130600
130608,Qing Yuan Qu,4,130600
130609,Xu Shui Qu,4,130600
130623,Lai Shui Xian,4,130600
130624,Fu Ping Xian,4,130600
130626,Ding Xing Xian,4,130600
130627,Tang Xian,4,130600
130628,Gao Yang Xian,4,130600
130629,Rong Cheng Xian,4,130600
130630,Lai Yuan Xian,4,130600
130631,Wang Dou Xian,4,130600
130632,An Xin Xian,4,130600
130633,Yi Xian,4,130600
130634,Qu Yang Xian,4,130600
130635,Li Xian,4,130600
130636,Shun Ping Xian,4,130600
130637,Bo Ye Xian,4,130600
130638,Xiong Xian,4,130600
130671,Bao Ding Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,130600
130672,Bao Ding Bai Gou Xin Cheng,4,130600
130681,Zhuo Zhou Shi,4,130600
130682,Ding Zhou Shi,4,130600
130683,An Guo Shi,4,130600
130684,Gao Bei Dian Shi,4,130600
130702,Qiao Dong Qu,4,130700
130703,Qiao Xi Qu,4,130700
130705,Xuan Hua Qu,4,130700
130706,Xia Hua Yuan Qu,4,130700
130708,Wan Quan Qu,4,130700
130709,Chong Li Qu,4,130700
130722,Zhang Bei Xian,4,130700
130723,Kang Bao Xian,4,130700
130724,Gu Yuan Xian,4,130700
130725,Shang Yi Xian,4,130700
130726,Yu Xian,4,130700
130727,Yang Yuan Xian,4,130700
130728,Huai An Xian,4,130700
130730,Huai Lai Xian,4,130700
130731,Zhuo Lu Xian,4,130700
130732,Chi Cheng Xian,4,130700
130771,Zhang Jia Kou Jing Ji Kai Fa Qu,4,130700
130772,Zhang Jia Kou Shi Cha Bei Guan Li Qu,4,130700
130773,Zhang Jia Kou Shi Sai Bei Guan Li Qu,4,130700
130802,Shuang Qiao Qu,4,130800
130803,Shuang Luan Qu,4,130800
130804,Ying Shou Ying Zi Kuang Qu,4,130800
130821,Cheng De Xian,4,130800
130822,Xing Long Xian,4,130800
130824,Luan Ping Xian,4,130800
130825,Long Hua Xian,4,130800
130826,Feng Ning Man Zu Zi Zhi Xian,4,130800
130827,Kuan Cheng Man Zu Zi Zhi Xian,4,130800
130828,Wei Chang Man ZuMongoliaZu Zi Zhi Xian,4,130800
130871,Cheng De Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,130800
130881,Ping Quan Shi,4,130800
130902,Xin Hua Qu,4,130900
130903,Yun He Qu,4,130900
130921,Cang Xian,4,130900
130922,Qing Xian,4,130900
130923,Dong Guang Xian,4,130900
130924,Hai Xing Xian,4,130900
130925,Yan Shan Xian,4,130900
130926,Su Ning Xian,4,130900
130927,Nan Pi Xian,4,130900
130928,Wu Qiao Xian,4,130900
130929,Xian Xian,4,130900
130930,Meng Cun Hui Zu Zi Zhi Xian,4,130900
130971,He Bei Cang Zhou Jing Ji Kai Fa Qu,4,130900
130972,Cang Zhou Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,130900
130973,Cang Zhou Bo Hai Xin Qu,4,130900
130981,Po Tou Shi,4,130900
130982,Ren Qiu Shi,4,130900
130983,Huang Hua Shi,4,130900
130984,He Jian Shi,4,130900
131002,An Ci Qu,4,131000
131003,Guang Yang Qu,4,131000
131022,Gu An Xian,4,131000
131023,Yong Qing Xian,4,131000
131024,Xiang He Xian,4,131000
131025,Da Cheng Xian,4,131000
131026,Wen An Xian,4,131000
131028,Da Chang Hui Zu Zi Zhi Xian,4,131000
131071,Lang Fang Jing Ji Ji Shu Kai Fa Qu,4,131000
131081,Ba Zhou Shi,4,131000
131082,San He Shi,4,131000
131102,Tao Cheng Qu,4,131100
131103,Ji Zhou Qu,4,131100
131121,Zao Qiang Xian,4,131100
131122,Wu Yi Xian,4,131100
131123,Wu Qiang Xian,4,131100
131124,Rao Yang Xian,4,131100
131125,An Ping Xian,4,131100
131126,Gu Cheng Xian,4,131100
131127,Jing Xian,4,131100
131128,Fu Cheng Xian,4,131100
131171,He Bei Heng Shui Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,131100
131172,Heng Shui Bin Hu Xin Qu,4,131100
131182,Shen Zhou Shi,4,131100
140105,Xiao Dian Qu,4,140100
140106,Ying Ze Qu,4,140100
140107,Xing Hua Ling Qu,4,140100
140108,Jian Cao Ping Qu,4,140100
140109,Wan Bo Lin Qu,4,140100
140110,Jin Yuan Qu,4,140100
140121,Qing Xu Xian,4,140100
140122,Yang Qu Xian,4,140100
140123,Lou Fan Xian,4,140100
140171,Shan Xi Zhuan Xing Zong He Gai Ge Shi Fan Qu,4,140100
140181,Gu Jiao Shi,4,140100
140212,Xin Rong Qu,4,140200
140213,Ping Cheng Qu,4,140200
140214,Yun Gang Qu,4,140200
140215,Yun Zhou Qu,4,140200
140221,Yang Gao Xian,4,140200
140222,Tian Zhen Xian,4,140200
140223,Guang Ling Xian,4,140200
140224,Ling Qiu Xian,4,140200
140225,Hun Yuan Xian,4,140200
140226,Zuo Yun Xian,4,140200
140271,Shan Xi Da Tong Jing Ji Kai Fa Qu,4,140200
140302,Cheng Qu,4,140300
140303,Kuang Qu,4,140300
140311,Jiao Qu,4,140300
140321,Ping Ding Xian,4,140300
140322,Yu Xian,4,140300
140403,Lu Zhou Qu,4,140400
140404,Shang Dang Qu,4,140400
140405,Tun Liu Qu,4,140400
140406,Lu Cheng Qu,4,140400
140423,Xiang Yuan Xian,4,140400
140425,Ping Shun Xian,4,140400
140426,Li Cheng Xian,4,140400
140427,Hu Guan Xian,4,140400
140428,Zhang Zi Xian,4,140400
140429,Wu Xiang Xian,4,140400
140430,Qin Xian,4,140400
140431,Qin Yuan Xian,4,140400
140471,Shan Xi Zhang Zhi Gao Xin Ji Shu Chan Ye Yuan Qu,4,140400
140502,Cheng Qu,4,140500
140521,Qin Shui Xian,4,140500
140522,Yang Cheng Xian,4,140500
140524,Ling Chuan Xian,4,140500
140525,Ze Zhou Xian,4,140500
140581,Gao Ping Shi,4,140500
140602,Shuo Cheng Qu,4,140600
140603,Ping Lu Qu,4,140600
140621,Shan Yin Xian,4,140600
140622,Ying Xian,4,140600
140623,You Yu Xian,4,140600
140671,Shan Xi Shuo Zhou Jing Ji Kai Fa Qu,4,140600
140681,Huai Ren Shi,4,140600
140702,Yu Ci Qu,4,140700
140703,Tai Gu Qu,4,140700
140721,Yu She Xian,4,140700
140722,Zuo Quan Xian,4,140700
140723,He Shun Xian,4,140700
140724,Xi Yang Xian,4,140700
140725,Shou Yang Xian,4,140700
140727,Qi Xian,4,140700
140728,Ping Yao Xian,4,140700
140729,Ling Shi Xian,4,140700
140781,Jie Xiu Shi,4,140700
140802,Yan Hu Qu,4,140800
140821,Lin Yi Xian,4,140800
140822,Wan Rong Xian,4,140800
140823,Wen Xi Xian,4,140800
140824,Ji Shan Xian,4,140800
140825,Xin Jiang Xian,4,140800
140826,Jiang Xian,4,140800
140827,Yuan Qu Xian,4,140800
140828,Xia Xian,4,140800
140829,Ping Lu Xian,4,140800
140830,Rui Cheng Xian,4,140800
140881,Yong Ji Shi,4,140800
140882,He Jin Shi,4,140800
140902,Xin Fu Qu,4,140900
140921,Ding Xiang Xian,4,140900
140922,Wu Tai Xian,4,140900
140923,Dai Xian,4,140900
140924,Fan Zhi Xian,4,140900
140925,Ning Wu Xian,4,140900
140926,Jing Le Xian,4,140900
140927,Shen Chi Xian,4,140900
140928,Wu Zhai Xian,4,140900
140929,Ke Lan Xian,4,140900
140930,He Qu Xian,4,140900
140931,Bao De Xian,4,140900
140932,Pian Guan Xian,4,140900
140971,Wu Tai Shan Feng Jing Ming Sheng Qu,4,140900
140981,Yuan Ping Shi,4,140900
141002,Yao Dou Qu,4,141000
141021,Qu Wo Xian,4,141000
141022,Yi Cheng Xian,4,141000
141023,Xiang Fen Xian,4,141000
141024,Hong Dong Xian,4,141000
141025,Gu Xian,4,141000
141026,An Ze Xian,4,141000
141027,Fu Shan Xian,4,141000
141028,Ji Xian,4,141000
141029,Xiang Ning Xian,4,141000
141030,Da Ning Xian,4,141000
141031,Xi Xian,4,141000
141032,Yong He Xian,4,141000
141033,Pu Xian,4,141000
141034,Fen Xi Xian,4,141000
141081,Hou Ma Shi,4,141000
141082,Huo Zhou Shi,4,141000
141102,Li Shi Qu,4,141100
141121,Wen Shui Xian,4,141100
141122,Jiao Cheng Xian,4,141100
141123,Xing Xian,4,141100
141124,Lin Xian,4,141100
141125,Liu Lin Xian,4,141100
141126,Shi Lou Xian,4,141100
141127,Lan Xian,4,141100
141128,Fang Shan Xian,4,141100
141129,Zhong Yang Xian,4,141100
141130,Jiao Kou Xian,4,141100
141181,Xiao Yi Shi,4,141100
141182,Fen Yang Shi,4,141100
150102,Xin Cheng Qu,4,150100
150103,Hui Min Qu,4,150100
150104,Yu Quan Qu,4,150100
150105,Sai Han Qu,4,150100
150121,Tu Mo Te Zuo Qi,4,150100
150122,Tuo Ke Tuo Xian,4,150100
150123,He Lin Ge Er Xian,4,150100
150124,Qing Shui He Xian,4,150100
150125,Wu Chuan Xian,4,150100
150172,Hu He Hao Te Jing Ji Ji Shu Kai Fa Qu,4,150100
150202,Dong He Qu,4,150200
150203,Kun Dou Lun Qu,4,150200
150204,Qing Shan Qu,4,150200
150205,Shi Guai Qu,4,150200
150206,Bai Yun E Bo Kuang Qu,4,150200
150207,Jiu Yuan Qu,4,150200
150221,Tu Mo Te You Qi,4,150200
150222,Gu Yang Xian,4,150200
150223,Da Er Han Mao Ming An Lian He Qi,4,150200
150271,Bao Tou Xi Tu Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,150200
150302,Hai Bo Wan Qu,4,150300
150303,Hai Nan Qu,4,150300
150304,Wu Da Qu,4,150300
150402,Hong Shan Qu,4,150400
150403,Yuan Bao Shan Qu,4,150400
150404,Song Shan Qu,4,150400
150421,A Lu Ke Er Qin Qi,4,150400
150422,BahrainZuo Qi,4,150400
150423,BahrainYou Qi,4,150400
150424,Lin Xi Xian,4,150400
150425,Ke Shen Ke Teng Qi,4,150400
150426,Weng Niu Te Qi,4,150400
150428,Ka La Qin Qi,4,150400
150429,Ning Cheng Xian,4,150400
150430,Ao Han Qi,4,150400
150502,Ke Er Qin Qu,4,150500
150521,Ke Er Qin Zuo Yi Zhong Qi,4,150500
150522,Ke Er Qin Zuo Yi Hou Qi,4,150500
150523,Kai Lu Xian,4,150500
150524,Ku Lun Qi,4,150500
150525,Nai Man Qi,4,150500
150526,Zha Lu Te Qi,4,150500
150571,Tong Liao Jing Ji Ji Shu Kai Fa Qu,4,150500
150581,Huo Lin Guo Lei Shi,4,150500
150602,Dong Sheng Qu,4,150600
150603,Kang Ba Shen Qu,4,150600
150621,Da La Te Qi,4,150600
150622,Zhun Ge Er Qi,4,150600
150623,E Tuo Ke Qian Qi,4,150600
150624,E Tuo Ke Qi,4,150600
150625,Hang Jin Qi,4,150600
150626,Wu Shen Qi,4,150600
150627,Yi Jin Huo Luo Qi,4,150600
150702,Hai La Er Qu,4,150700
150703,Zha Lai Nuo Er Qu,4,150700
150721,A Rong Qi,4,150700
150722,Mo Li Da Wa Da Wo Er Zu Zi Zhi Qi,4,150700
150723,E Lun Chun Zi Zhi Qi,4,150700
150724,E Wen Ke Zu Zi Zhi Qi,4,150700
150725,Chen Ba Er Hu Qi,4,150700
150726,Xin Ba Er Hu Zuo Qi,4,150700
150727,Xin Ba Er Hu You Qi,4,150700
150781,Man Zhou Li Shi,4,150700
150782,Ya Ke Shi Shi,4,150700
150783,Zha Lan Tun Shi,4,150700
150784,E Er Gu Na Shi,4,150700
150785,Gen He Shi,4,150700
150802,Lin He Qu,4,150800
150821,Wu Yuan Xian,4,150800
150822,Deng Kou Xian,4,150800
150823,Wu La Te Qian Qi,4,150800
150824,Wu La Te Zhong Qi,4,150800
150825,Wu La Te Hou Qi,4,150800
150826,Hang Jin Hou Qi,4,150800
150902,Ji Ning Qu,4,150900
150921,Zhuo Zi Xian,4,150900
150922,Hua De Xian,4,150900
150923,Shang Dou Xian,4,150900
150924,Xing He Xian,4,150900
150925,Liang Cheng Xian,4,150900
150926,Cha Ha Er You Yi Qian Qi,4,150900
150927,Cha Ha Er You Yi Zhong Qi,4,150900
150928,Cha Ha Er You Yi Hou Qi,4,150900
150929,Si Zi Wang Qi,4,150900
150981,Feng Zhen Shi,4,150900
152201,Wu Lan Hao Te Shi,4,152200
152202,A Er Shan Shi,4,152200
152221,Ke Er Qin You Yi Qian Qi,4,152200
152222,Ke Er Qin You Yi Zhong Qi,4,152200
152223,Zha Lai Te Qi,4,152200
152224,Tu Quan Xian,4,152200
152501,Er Lian Hao Te Shi,4,152500
152502,Xi Lin Hao Te Shi,4,152500
152522,A Ba Ga Qi,4,152500
152523,Su Ni Te Zuo Qi,4,152500
152524,Su Ni Te You Qi,4,152500
152525,Dong Wu Zhu Mu Qin Qi,4,152500
152526,Xi Wu Zhu Mu Qin Qi,4,152500
152527,Tai Pu Si Qi,4,152500
152528,Xiang Huang Qi,4,152500
152529,Zheng Xiang Bai Qi,4,152500
152530,Zheng Lan Qi,4,152500
152531,Duo Lun Xian,4,152500
152571,Wu La Gai Guan Wei Hui,4,152500
152921,A La Shan Zuo Qi,4,152900
152922,A La Shan You Qi,4,152900
152923,E Ji Na Qi,4,152900
152971,NeiMongoliaA La Shan Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,152900
210102,He Ping Qu,4,210100
210103,Shen He Qu,4,210100
210104,Da Dong Qu,4,210100
210105,Huang Gu Qu,4,210100
210106,Tie Xi Qu,4,210100
210111,Su Jia Tun Qu,4,210100
210112,Hun Nan Qu,4,210100
210113,Shen Bei Xin Qu,4,210100
210114,Yu Hong Qu,4,210100
210115,Liao Zhong Qu,4,210100
210123,Kang Ping Xian,4,210100
210124,Fa Ku Xian,4,210100
210181,Xin Min Shi,4,210100
210202,Zhong Shan Qu,4,210200
210203,Xi Gang Qu,4,210200
210204,Sha He Kou Qu,4,210200
210211,Gan Jing Zi Qu,4,210200
210212,Lv Shun Kou Qu,4,210200
210213,Jin Zhou Qu,4,210200
210214,Pu Lan Dian Qu,4,210200
210224,Zhang Hai Xian,4,210200
210281,Wa Fang Dian Shi,4,210200
210283,Zhuang He Shi,4,210200
210302,Tie Dong Qu,4,210300
210303,Tie Xi Qu,4,210300
210304,Li Shan Qu,4,210300
210311,Qian Shan Qu,4,210300
210321,Tai An Xian,4,210300
210323,Xiu Yan Man Zu Zi Zhi Xian,4,210300
210381,Haicity,4,210300
210402,Xin Fu Qu,4,210400
210403,Dong Zhou Qu,4,210400
210404,Wang Hua Qu,4,210400
210411,Shun Cheng Qu,4,210400
210421,Fu Shun Xian,4,210400
210422,Xin Bin Man Zu Zi Zhi Xian,4,210400
210423,Qing Yuan Man Zu Zi Zhi Xian,4,210400
210502,Ping Shan Qu,4,210500
210503,Xi Hu Qu,4,210500
210504,Ming Shan Qu,4,210500
210505,Nan Fen Qu,4,210500
210521,Ben Xi Man Zu Zi Zhi Xian,4,210500
210522,Huan Ren Man Zu Zi Zhi Xian,4,210500
210602,Yuan Bao Qu,4,210600
210603,Zhen Xing Qu,4,210600
210604,Zhen An Qu,4,210600
210624,Kuan Dian Man Zu Zi Zhi Xian,4,210600
210681,Dong Gang Shi,4,210600
210682,Fengcity,4,210600
210702,Gu Ta Qu,4,210700
210703,Ling He Qu,4,210700
210711,Tai He Qu,4,210700
210726,Hei Shan Xian,4,210700
210727,Yi Xian,4,210700
210781,Ling Hai Shi,4,210700
210782,Bei Zhen Shi,4,210700
210802,Zhan Qian Qu,4,210800
210803,Xi Shi Qu,4,210800
210804,Ba Yu Quan Qu,4,210800
210811,Lao Bian Qu,4,210800
210881,Gai Zhou Shi,4,210800
210882,Da Shi Qiao Shi,4,210800
210902,Hai Zhou Qu,4,210900
210903,Xin Qiu Qu,4,210900
210904,Tai Ping Qu,4,210900
210905,Qing He Men Qu,4,210900
210911,Xi He Qu,4,210900
210921,Fu XinMongoliaZu Zi Zhi Xian,4,210900
210922,Zhang Wu Xian,4,210900
211002,Bai Ta Qu,4,211000
211003,Wen Sheng Qu,4,211000
211004,Hong Wei Qu,4,211000
211005,Gong Zhang Ling Qu,4,211000
211011,Tai Zi He Qu,4,211000
211021,Liao Yang Xian,4,211000
211081,Deng Ta Shi,4,211000
211102,Shuang Tai Zi Qu,4,211100
211103,Xing Long Tai Qu,4,211100
211104,Da Wa Qu,4,211100
211122,Pan Shan Xian,4,211100
211202,Yin Zhou Qu,4,211200
211204,Qing He Qu,4,211200
211221,Tie Ling Xian,4,211200
211223,Xi Feng Xian,4,211200
211224,Chang Tu Xian,4,211200
211281,Diao Bing Shan Shi,4,211200
211282,Kai Yuan Shi,4,211200
211302,Shuang Ta Qu,4,211300
211303,Long Cheng Qu,4,211300
211321,Zhao Yang Xian,4,211300
211322,Jian Ping Xian,4,211300
211324,Ka La Qin Zuo YiMongoliaZu Zi Zhi Xian,4,211300
211381,Bei Piao Shi,4,211300
211382,Ling Yuan Shi,4,211300
211402,Lian Shan Qu,4,211400
211403,Long Gang Qu,4,211400
211404,Nan Piao Qu,4,211400
211421,Sui Zhong Xian,4,211400
211422,Jian Chang Xian,4,211400
211481,Xingcity,4,211400
220102,Nan Guan Qu,4,220100
220103,Kuan Cheng Qu,4,220100
220104,Chao Yang Qu,4,220100
220105,Er Dao Qu,4,220100
220106,Lv Yuan Qu,4,220100
220112,Shuang Yang Qu,4,220100
220113,Jiu Tai Qu,4,220100
220122,Nong An Xian,4,220100
220171,Chang Chun Jing Ji Ji Shu Kai Fa Qu,4,220100
220172,Chang Chun JingmonthGao Xin Ji Shu Chan Ye Kai Fa Qu,4,220100
220173,Chang Chun Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,220100
220174,Chang Chun Qi Che Jing Ji Ji Shu Kai Fa Qu,4,220100
220182,Yu Shu Shi,4,220100
220183,De Hui Shi,4,220100
220184,Gong Zhu Ling Shi,4,220100
220202,Chang Yi Qu,4,220200
220203,Long Tan Qu,4,220200
220204,Chuan Ying Qu,4,220200
220211,Feng Man Qu,4,220200
220221,Yong Ji Xian,4,220200
220271,Ji Lin Jing Ji Kai Fa Qu,4,220200
220272,Ji Lin Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,220200
220273,Ji LinChinaSingaporeShi Pin Qu,4,220200
220281,Jiao He Shi,4,220200
220282,Hua Dian Shi,4,220200
220283,Shu Lan Shi,4,220200
220284,Pan Shi Shi,4,220200
220302,Tie Xi Qu,4,220300
220303,Tie Dong Qu,4,220300
220322,Li Shu Xian,4,220300
220323,Yi Tong Man Zu Zi Zhi Xian,4,220300
220382,Shuang Liao Shi,4,220300
220402,Long Shan Qu,4,220400
220403,Xi An Qu,4,220400
220421,Dong Feng Xian,4,220400
220422,Dong Liao Xian,4,220400
220502,Dong Chang Qu,4,220500
220503,Er Dao Jiang Qu,4,220500
220521,Tong Hua Xian,4,220500
220523,Hui Nan Xian,4,220500
220524,Liu He Xian,4,220500
220581,Mei He Kou Shi,4,220500
220582,Ji An Shi,4,220500
220602,Hun Jiang Qu,4,220600
220605,Jiang Yuan Qu,4,220600
220621,Fu Song Xian,4,220600
220622,Jing Yu Xian,4,220600
220623,Zhang BaiNorth KoreaZu Zi Zhi Xian,4,220600
220681,Lin Jiang Shi,4,220600
220702,Ning Jiang Qu,4,220700
220721,Qian Guo Er Luo SiMongoliaZu Zi Zhi Xian,4,220700
220722,Zhang Ling Xian,4,220700
220723,Qian An Xian,4,220700
220771,Ji Lin Song Yuan Jing Ji Kai Fa Qu,4,220700
220781,Fu Yu Shi,4,220700
220802,Tao Bei Qu,4,220800
220821,Zhen Lai Xian,4,220800
220822,Tong Yu Xian,4,220800
220871,Ji Lin Bai Cheng Jing Ji Kai Fa Qu,4,220800
220881,Tao Nan Shi,4,220800
220882,Da An Shi,4,220800
222401,Yan Ji Shi,4,222400
222402,Tu Men Shi,4,222400
222403,Dun Hua Shi,4,222400
222404,Hui Chun Shi,4,222400
222405,Long Jing Shi,4,222400
222406,He Long Shi,4,222400
222424,Wang Qing Xian,4,222400
222426,An Tu Xian,4,222400
230102,Dao Li Qu,4,230100
230103,Nan Gang Qu,4,230100
230104,Dao Wai Qu,4,230100
230108,Ping Fang Qu,4,230100
230109,Song Bei Qu,4,230100
230110,Xiang Fang Qu,4,230100
230111,Hu Lan Qu,4,230100
230112,A Cheng Qu,4,230100
230113,Shuang Cheng Qu,4,230100
230123,Yi Lan Xian,4,230100
230124,Fang Zheng Xian,4,230100
230125,Bin Xian,4,230100
230126,Ba Yan Xian,4,230100
230127,Mu Lan Xian,4,230100
230128,Tong He Xian,4,230100
230129,Yan Shou Xian,4,230100
230183,Shang Zhi Shi,4,230100
230184,Wu Chang Shi,4,230100
230202,Long Sha Qu,4,230200
230203,Jian Hua Qu,4,230200
230204,Tie Feng Qu,4,230200
230205,Ang Ang Xi Qu,4,230200
230206,Fu La Er Ji Qu,4,230200
230207,Nian Zi Shan Qu,4,230200
230208,Mei Li Si Da Wo Er Zu Qu,4,230200
230221,Long Jiang Xian,4,230200
230223,Yi An Xian,4,230200
230224,Tai Lai Xian,4,230200
230225,Gan Nan Xian,4,230200
230227,Fu Yu Xian,4,230200
230229,Ke Shan Xian,4,230200
230230,Ke Dong Xian,4,230200
230231,Bai Quan Xian,4,230200
230281,Ne He Shi,4,230200
230302,Ji Guan Qu,4,230300
230303,Heng Shan Qu,4,230300
230304,Di Dao Qu,4,230300
230305,Li Shu Qu,4,230300
230306,Cheng Zi He Qu,4,230300
230307,Ma Shan Qu,4,230300
230321,Ji Dong Xian,4,230300
230381,Hu Lin Shi,4,230300
230382,Mi Shan Shi,4,230300
230402,Xiang Yang Qu,4,230400
230403,Gong Nong Qu,4,230400
230404,Nan Shan Qu,4,230400
230405,Xing An Qu,4,230400
230406,Dong Shan Qu,4,230400
230407,Xing Shan Qu,4,230400
230421,Luo Bei Xian,4,230400
230422,Sui Bin Xian,4,230400
230502,Jian Shan Qu,4,230500
230503,Ling Dong Qu,4,230500
230505,Si Fang Tai Qu,4,230500
230506,Bao Shan Qu,4,230500
230521,Ji Xian Xian,4,230500
230522,You Yi Xian,4,230500
230523,Bao Qing Xian,4,230500
230524,Rao He Xian,4,230500
230602,Sa Er Tu Qu,4,230600
230603,Long Feng Qu,4,230600
230604,Rang Hu Lu Qu,4,230600
230605,Hong Gang Qu,4,230600
230606,Da Tong Qu,4,230600
230621,Zhao Zhou Xian,4,230600
230622,Zhao Yuan Xian,4,230600
230623,Lin Dian Xian,4,230600
230624,Du Er Bo TeMongoliaZu Zi Zhi Xian,4,230600
230671,Da Qing Gao Xin Ji Shu Chan Ye Kai Fa Qu,4,230600
230717,Yi Mei Qu,4,230700
230718,Wu Cui Qu,4,230700
230719,You Hao Qu,4,230700
230722,Jia Yin Xian,4,230700
230723,Tang Wang Xian,4,230700
230724,Feng Lin Xian,4,230700
230725,Da Qing Shan Xian,4,230700
230726,Nan Cha Xian,4,230700
230751,Jin Lin Qu,4,230700
230781,Tie Li Shi,4,230700
230803,Xiang Yang Qu,4,230800
230804,Qian Jin Qu,4,230800
230805,Dong Feng Qu,4,230800
230811,Jiao Qu,4,230800
230822,Hua Nan Xian,4,230800
230826,Hua Chuan Xian,4,230800
230828,Tang Yuan Xian,4,230800
230881,Tong Jiang Shi,4,230800
230882,Fu Jin Shi,4,230800
230883,Fu Yuan Shi,4,230800
230902,Xin Xing Qu,4,230900
230903,Tao Shan Qu,4,230900
230904,Qie Zi He Qu,4,230900
230921,Bo Li Xian,4,230900
231002,Dong An Qu,4,231000
231003,Yang Ming Qu,4,231000
231004,Ai Min Qu,4,231000
231005,Xi An Qu,4,231000
231025,Lin Kou Xian,4,231000
231071,Mu Dan Jiang Jing Ji Ji Shu Kai Fa Qu,4,231000
231081,Sui Fen He Shi,4,231000
231083,Hai Lin Shi,4,231000
231084,Ning An Shi,4,231000
231085,Mu Leng Shi,4,231000
231086,Dong Ning Shi,4,231000
231102,Ai Hui Qu,4,231100
231123,Xun Ke Xian,4,231100
231124,Sun Wu Xian,4,231100
231181,Bei An Shi,4,231100
231182,Wu Da Lian Chi Shi,4,231100
231183,Nen Jiang Shi,4,231100
231202,Bei Lin Qu,4,231200
231221,Wang Kui Xian,4,231200
231222,Lan Xi Xian,4,231200
231223,Qing Gang Xian,4,231200
231224,Qing An Xian,4,231200
231225,Ming Shui Xian,4,231200
231226,Sui Leng Xian,4,231200
231281,An Da Shi,4,231200
231282,Zhao Dong Shi,4,231200
231283,Hai Lun Shi,4,231200
232701,Mo He Shi,4,232700
232721,Hu Ma Xian,4,232700
232722,Ta He Xian,4,232700
232761,Jia Ge Da Qi Qu,4,232700
232762,Song Ling Qu,4,232700
232763,Xin Lin Qu,4,232700
232764,Hu Zhong Qu,4,232700
310101,Huang Pu Qu,4,310100
310104,Xu Hui Qu,4,310100
310105,Zhang Ning Qu,4,310100
310106,Jing An Qu,4,310100
310107,Pu Tuo Qu,4,310100
310109,Hong Kou Qu,4,310100
310110,Yang Pu Qu,4,310100
310112,Min Xing Qu,4,310100
310113,Bao Shan Qu,4,310100
310114,Jia Ding Qu,4,310100
310115,Pu Dong Xin Qu,4,310100
310116,Jin Shan Qu,4,310100
310117,Song Jiang Qu,4,310100
310118,Qing Pu Qu,4,310100
310120,Feng Xian Qu,4,310100
310151,Chong Ming Qu,4,310100
320102,Xuan Wu Qu,4,320100
320104,Qin Huai Qu,4,320100
320105,Jian Ye Qu,4,320100
320106,Gu Lou Qu,4,320100
320111,Pu Kou Qu,4,320100
320113,Qi Xia Qu,4,320100
320114,Yu Hua Tai Qu,4,320100
320115,Jiang Ning Qu,4,320100
320116,Liu He Qu,4,320100
320117,Li Shui Qu,4,320100
320118,Gao Chun Qu,4,320100
320205,Xi Shan Qu,4,320200
320206,Hui Shan Qu,4,320200
320211,Bin Hu Qu,4,320200
320213,Liang Xi Qu,4,320200
320214,Xin Wu Qu,4,320200
320281,Jiang Yin Shi,4,320200
320282,Yi Xing Shi,4,320200
320302,Gu Lou Qu,4,320300
320303,Yun Long Qu,4,320300
320305,Jia Wang Qu,4,320300
320311,Quan Shan Qu,4,320300
320312,Tong Shan Qu,4,320300
320321,Feng Xian,4,320300
320322,Pei Xian,4,320300
320324,Sui Ning Xian,4,320300
320371,Xu Zhou Jing Ji Ji Shu Kai Fa Qu,4,320300
320381,Xin Yi Shi,4,320300
320382,Pi Zhou Shi,4,320300
320402,Tian Ning Qu,4,320400
320404,Zhong Lou Qu,4,320400
320411,Xin Bei Qu,4,320400
320412,Wu Jin Qu,4,320400
320413,Jin Tan Qu,4,320400
320481,Li Yang Shi,4,320400
320505,Hu Qiu Qu,4,320500
320506,Wu Zhong Qu,4,320500
320507,Xiang Cheng Qu,4,320500
320508,Gu Su Qu,4,320500
320509,Wu Jiang Qu,4,320500
320571,Su Zhou Gong Ye Yuan Qu,4,320500
320581,Chang Shu Shi,4,320500
320582,Zhang Jia Gang Shi,4,320500
320583,Kun Shan Shi,4,320500
320585,Tai Cang Shi,4,320500
320612,Tong Zhou Qu,4,320600
320613,Chong Chuan Qu,4,320600
320614,Hai Men Qu,4,320600
320623,Ru Dong Xian,4,320600
